marca,modelo,version,precio,año,kilometros,combustible,transmision,potencia,puertas,link
Renault,Trafic,2.0 dCi 120CV L1H1,15400,2019.0,120300,Diésel,M6,125,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/53477284-864.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,25500,2023.0,37800,Gasolina,M6,140,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/29721736-5364.htm
MAN,TGE,3.5 2.0 TDI 140CV L3H3 AWD,25600,2022.0,61500,Diésel,automático,140 CV,3.0,https://www.coches.net/vehiculos-industriales/man-tge/74702387-1877.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,17300,2020.0,135700,diesel,M6,105,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/36586421-2145.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,"19800,00",2020.0,100000,diesel,MANUAL,145,5.0,https://www.coches.net/vehiculos-industriales/opel-movano/43715633-850.htm
Peugeot,Expert,2.0 BlueHDi 120CV L1,24700,2023.0,56700,DIESEL,manual,120,5.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/98084985-5425.htm
Fiat,Scudo,1.5 Multijet 120CV,17900,2024.0,23400,gasoil,Manual,125,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/64066380-6333.htm
Citroën,Berlingo,e-Berlingo Electric 136CV,36600,2023.0,40900,EV,Manual,141,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/95668618-948.htm
Citroën,Jumper,2.0 BlueHDi 130CV L3H2,22300,2021.0,82100,gasoil,Manual,130,,https://www.coches.net/vehiculos-industriales/citroen-jumper/40345133-1460.htm
Renault,Master,2.3 dCi 110CV L2H2 FWD,21700,2022.0,96000,DIESEL,automático,110,3.0,https://www.coches.net/vehiculos-industriales/renault-master/10703848-4930.htm
Peugeot,Boxer,2.2 HDi 130CV L2H2,14200,2021.0,111300,DIESEL,MANUAL,125,5.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/51144384-434.htm
Citroën,Berlingo,1.2 PureTech 110CV,17700,,,gasolina,manual,110,3.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/22154988-562.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,12700,15.0,235800,Hybrid,M6,140,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/52597791-2972.htm
Renault,Kangoo,E-Tech Electric 90CV,27200,2020.0,98500km,Electric,M,90,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/79197048-4746.htm
Volkswagen,Caddy,1.5 TSI 114CV,16700,2023.0,36900,gasolina,M6,109 CV,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/27648668-2868.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,35300,2024.0,23300,MHEV,M6,102,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/40734163-6270.htm
Toyota,Proace,2.0 D-4D 120CV L1 Comfort,16800,2023.0,40600,DIESEL,M6,115,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/86541102-5625.htm
Opel,Vivaro,2.0 Diesel 180CV Combi,19900,2024.0,19200,Gasolina,manual,180,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/20949516-5757.htm
Peugeot,Boxer,2.0 BlueHDi 160CV L4H2,26400,2017.0,128300km,Eléctrico,MANUAL,160,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/85838574-5268.htm
Iveco,Daily,50C17 3.0 Caja Abierta,23700,2021.0,108700 km,Diésel,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/16992490-6165.htm
Ford,Transit,2.0 EcoBlue 105CV Kombi,21000,2020.0,169600,gasoil,manual,,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/50579039-2315.htm
Iveco,Daily,50C17 3.0 Caja Abierta,32000,2024.0,30100,diesel,automático,90,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/35976666-959.htm
Fiat,Doblo Cargo,1.3 Multijet 90CV,22700,2023.0,57800,DIESEL,M6,95,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/68482611-6577.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,44200,2023.0,47700,,,140,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/69974148-5729.htm
Ford,Transit,2.0 TDCi 170CV Custom Sport,31900,2024.0,17200,Gasolina,AT,170,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/90385705-2947.htm
Citroën,Jumpy,1.5 BlueHDi 100CV,9700,2018.0,190400,Diesel,Automático,100,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/38466611-2769.htm
Nissan,NV200,1.5 dCi 90CV Evalia,32600,2023.0,56600,Gasoil,manual,85,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/72411892-6825.htm
Mercedes-Benz,Citan,110 CDI Tourer,31000,2022.0,78800,Híbrido,Manual,100,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/52016122-1511.htm
Renault,Master,2.3 dCi 145CV L3H2 RWD,11800,2017.0,197100,DIESEL,Manual,150,3.0,https://www.coches.net/vehiculos-industriales/renault-master/52821098-5411.htm
Volkswagen,Crafter,2.0 TDI 177CV L2H2,21200,2019.0,108900,Diesel,M,177,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/74199191-789.htm
Mercedes-Benz,Citan,108 CDI Furgon,28200,2023.0,56300,DIESEL,DSG,130,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/17489309-3103.htm
Opel,Vivaro,2.0 Diesel 180CV Combi,21800,2020.0,100400,MHEV,DSG,180,5.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/63350270-973.htm
Opel,Vivaro,2.0 Diesel 180CV Combi,20800,2019.0,166400,gasoil,Manual,175,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/84558456-5222.htm
Nissan,NV400,2.3 dCi 110CV L2H2,18100,2019.0,180500,Diésel,Manual,115,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv400/83417564-6745.htm
Mercedes-Benz,Sprinter,319 CDI 4x4,27900,2023.0,41100,Diésel,Auto,140,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/71136775-5531.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,30100,2022.0,59100,DIESEL,Auto,140,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/24163029-1602.htm
Mercedes-Benz,Sprinter,211 CDI Combi,34100,2024.0,26000,Diésel,M6,90,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/91477403-5387.htm
Iveco,Daily,50C17 3.0 Caja Abierta,33600,2023.0,55000km,Diesel,manual,150,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/19246781-3983.htm
Toyota,Proace,2.0 D-4D 120CV L1 Comfort,28300,2022.0,87200,Autogás,M,120,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/22425513-6470.htm
MAN,TGE,3.5 2.0 TDI 140CV L3H3 AWD,24600,2018.0,145000,Diesel,manual,140,3.0,https://www.coches.net/vehiculos-industriales/man-tge/80495761-4923.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,16000,2016.0,307700,Diésel,M6,107,5.0,https://www.coches.net/vehiculos-industriales/man-tge/25988436-4547.htm
Mercedes-Benz,Citan,112 CDI Mixto,,2022.0,53500,DIESEL,Auto,102,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/60185867-7.htm
Iveco,Daily,50C17 3.0 Caja Abierta,21500,2021.0,133000,diesel,Manual,100,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/24958758-3523.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,20400,2023.0,,gasoil,manual,155,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/17750503-6582.htm
Ford,Transit,2.0 EcoBlue 105CV Kombi,33300,2024.0,21300,,M6,105,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/27444169-6566.htm
Toyota,Proace,,17400,2023.0,53200 km,DIESEL,Manual,150,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace/13132489-6704.htm
Mercedes-Benz,Sprinter,316 CDI Gran Volumen,20800,2020.0,97100 km,EV,M,140,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/49681578-4111.htm
Renault,Master,2.3 dCi 180CV L4H3,23900,2022.0,76900,Hibrido,DSG,180,5.0,https://www.coches.net/vehiculos-industriales/renault-master/14405209-5330.htm
Citroën,Jumpy,2.0 BlueHDi 120CV M,15500,2019.0,131200km,Electric,manual,115,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/44517531-1312.htm
Iveco,Daily,35S14 2.3 HPT L2H2,31600 €,2023.0,38800,Diésel,Manual,130,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/10712848-6697.htm
Volkswagen,Transporter,2.0 TDI 110CV L1H1,31100,2024.0,22500,,M,115,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/56166526-5440.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,32100,2022.0,98300,Electric,Manual,105,3.0,https://www.coches.net/vehiculos-industriales/opel-combo/78663747-175.htm
Peugeot,Expert,2.0 BlueHDi 120CV L1,,2019.0,154900,gasoil,manual,115,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/65351302-3929.htm
Toyota,Proace,2.0 D-4D 120CV L1 Comfort,30700,2022.0,75200,Eléctrico,MANUAL,115,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/30667326-4064.htm
Ford,Transit,2.0 TDCi 130CV L2 H2 Trend,26700,2023.0,61900,gasoil,manual,125,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/72192359-3248.htm
Fiat,Doblo Cargo,1.3 Multijet 90CV,24000 €,2023.0,49000,GASOLINA,Manual,90,3.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/54835291-1629.htm
Toyota,Proace,2.0 D-4D 150CV L2 Active,33600,2022.0,54200,Diesel,manual,150,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/93527331-3001.htm
Toyota,Proace City,1.2 Turbo 110CV,30900,2024.0,20100,gasoil,automático,110,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/95451644-3921.htm
Volkswagen,Caddy,2.0 TDI 75CV,26400,2019.0,180400,diesel,manual,75,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/94848188-6016.htm
Iveco,Daily,35S16 2.3 Furgon,22400,2020.0,120600,Eléctrico (BEV),Auto,,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/70201634-101.htm
Iveco,Daily,35C17 3.0 HPT L4H2,31800,2023.0,,,Auto,130,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/63844312-2252.htm
Renault,Trafic,2.0 dCi 90CV Furgon,17300,2017.0,239700,Diésel,Auto,95,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/77472385-1541.htm
Fiat,Ducato,2.0 Multijet 122CV Combi,7500,2015.0,271000,gasoil,M,117,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/80766482-3120.htm
Mercedes-Benz,Citan,110 CDI Tourer,"26300,00",2021.0,98200,gasoil,MANUAL,140,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/47600104-598.htm
Citroën,Jumpy,,20400,2022.0,43500,Diesel,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/61254963-1816.htm
Fiat,Ducato,,26000,2024.0,31200,Diesel,manual,122,,https://www.coches.net/vehiculos-industriales/fiat-ducato/55285828-3330.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,21800,2020.0,110400,diesel,Auto,155,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/97509675-1830.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,19100,2020.0,63600,Diesel,M,120,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/47971392-671.htm
Mercedes-Benz,Citan,112 CDI Mixto,7500,2016.0,326000,DIESEL,M6,,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/92380339-4199.htm
Ford,Transit,2.0 EcoBlue 105CV Kombi,28900,2022.0,59800,diesel,M6,100,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/63404755-1367.htm
Renault,Master,2.3 dCi 135CV Combi,14800,2017.0,254300,gasolina,M,,5.0,https://www.coches.net/vehiculos-industriales/renault-master/56461877-3121.htm
Iveco,Daily,50C17 3.0 Caja Abierta,21500,2015.0,182300,Eléctrico,M,130,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/32619920-1949.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,19900,2021.0,94500,Diesel,Manual,125,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/18491998-2381.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,24300,2021.0,123800,gasoil,M6,177,5.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/21810079-4284.htm
Mercedes-Benz,Vito,111 CDI Furgon,31100,2021.0,77200,Gasoil,manual,150,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/25510212-4476.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,34600,2024.0,14900,diesel,automático,102,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/76489301-95.htm
Mercedes-Benz,Citan,108 CDI Furgon,28800,2023.0,31600,diesel,M,110,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/54314842-1103.htm
Opel,Movano,2.3 CDTi 110CV L2H2,26300,2024.0,21100,diesel,DSG,105,5.0,https://www.coches.net/vehiculos-industriales/opel-movano/20442542-1600.htm
Mercedes-Benz,Sprinter,316 CDI L3H2,33400,2023.0,,diesel,manual,90,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/85619424-3834.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,31100,2024.0,23800,Diesel,manual,107 CV,3.0,https://www.coches.net/vehiculos-industriales/man-tge/40826295-2813.htm
Nissan,NV300,1.6 dCi 95CV Combi,20500,2020.0,141400,DIESEL,M,90,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv300/46822320-1501.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,13900,2020.0,123000,Gasoil,M,145,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/59317149-318.htm
Volkswagen,Transporter,2.0 TDI 150CV Caravelle,13400,2015.0,257300,gasoil,manual,145,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/43813916-3821.htm
Volkswagen,Caddy,1.5 TSI 114CV,22100,2024.0,25300,gasolina,Manual,114,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/54808266-6740.htm
Volkswagen,Caddy,2.0 TDI 102CV Maxi,31400,2023.0,61600,GASOLINA,Manual,102,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/43491635-5698.htm
Ford,Transit,2.0 EcoBlue 130CV Nugget,22100,2020.0,156600,DIESEL,M6,130,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/68905597-2571.htm
Ford,Transit,2.0 TDCi 130CV L2 H2 Trend,29400,2023.0,54800,Hibrido,M6,135,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/32803247-1776.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,32400,2024.0,28900,Gasoil,manual,105,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/29041068-1048.htm
Toyota,Proace,Proace Electric 75kWh 136CV,22300,2016.0,247200,EV,M,136 CV,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/74802227-4661.htm
Volkswagen,Transporter,2.0 TDI 102CV Kombi,13200,2022.0,69600,Diésel,Manual,107,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/45213597-1068.htm
Nissan,NV400,2.3 dCi 145CV L3H2 FWD,19100,2022.0,70200,MHEV,M6,140,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv400/20680021-3265.htm
Ford,Transit,2.2 TDCi 155CV L3 H3,36100,2023.0,36600,Gasoil,M6,160,3.0,https://www.coches.net/vehiculos-industriales/ford-transit/86364940-5724.htm
Renault,Kangoo,E-Tech Electric 90CV,26900,2022.0,82000,Eléctrico,Manual,90,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/14021950-6673.htm
Mercedes-Benz,Citan,110 CDI Tourer,10100,2015.0,277800,Diesel,AT,90,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/31908502-3722.htm
Maxus,EV80,Electric 120CV Furgon,27000,2019.0,140400,Eléctrico,MANUAL,120,5.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/52996943-3024.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,24400,2021.0,120800,Diésel,Manual,102,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/97949757-1261.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,29100,2023.0,41100,Híbrido,M6,204,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/68978535-3000.htm
Peugeot,Boxer,2.0 BlueHDi 160CV L4H2,32800,2022.0,58600,Electric,Auto,165,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/27415828-2767.htm
Volkswagen,Caddy,2.0 TDI 102CV Maxi,34200,2024.0,23700,Gasoil,Auto,102,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/29438393-3212.htm
Toyota,Proace,2.0 D-4D 150CV L2 Active,47400,2024.0,12700,EV,M,150CV,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace/69171478-4907.htm
Citroën,Berlingo,1.5 BlueHDi 100CV Talla M,24700,2022.0,83600,DIESEL,Manual,100,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/64881208-4217.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,18500,2021.0,92800,diesel,M6,145,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/76989425-319.htm
Renault,Kangoo,1.5 dCi 75CV Express,20900,2020.0,137900,MHEV,M,75,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/42760309-3567.htm
Mercedes-Benz,Citan,108 CDI Furgon,37400,2024.0,22000 km,Diesel,Manual,90,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/97360918-1194.htm
Fiat,Scudo,1.5 Multijet 120CV,9300,2015.0,249600,Diesel,MANUAL,125,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/60070135-111.htm
Ford,Transit,2.0 TDCi 130CV L2 H2 Trend,22300,2018.0,203500,Gasoil,Automático,135,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/37119856-781.htm
Hyundai,H350,2.5 CRDi 170CV Combi,23800,2020.0,162400,gasoil,M6,165,3.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/96641627-1145.htm
Renault,Master,2.3 dCi 180CV L4H3,22500,2023.0,55000,gasoil,MANUAL,185,3.0,https://www.coches.net/vehiculos-industriales/renault-master/58434908-3628.htm
Renault,Kangoo,1.5 dCi 75CV Express,14300,2019.0,175200,Diesel,MANUAL,70,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/63467481-1582.htm
Hyundai,H350,2.5 CRDi 170CV Combi,30000,2024.0,26200,DIESEL,Auto,170,3.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/99512805-362.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,15100,2021.0,91800,Diésel,Manual,165,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/48576654-525.htm
Renault,Master,2.3 dCi 135CV Combi,17000,2019.0,146700,diesel,manual,135,5.0,https://www.coches.net/vehiculos-industriales/renault-master/79197349-2450.htm
Mercedes-Benz,Citan,110 CDI Tourer,42600,2023.0,45000,Electrico,M,120,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/79647267-4359.htm
Volkswagen,Transporter,2.0 TDI 110CV L1H1,20400,2021.0,113600,Diésel,Manual,115,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/69867399-6589.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,30100,2024.0,17300,gasoil,M,95,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/26957410-3070.htm
Citroën,Jumpy,2.0 BlueHDi 120CV M,25000,2022.0,,gasolina,manual,120,5.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/53265998-6622.htm
Peugeot,Partner,Electric 136CV,9700,2015.0,243800,Electric,manual,136,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/83978757-5233.htm
Mercedes-Benz,Sprinter,314 CDI L2H2 RWD,15800,2018.0,120100,Eléctrico (BEV),Manual,150,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/62823933-2915.htm
Volkswagen,Transporter,2.0 TDI 110CV L1H1,27400,2022.0,66500,,Manual,115,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/58203522-988.htm
Opel,Vivaro,1.5 Diesel 100CV,15900,2022.0,69800,Gasoil,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/66601043-4769.htm
Toyota,Proace City,1.2 Turbo 110CV,28000,2020.0,180000,Diesel,DSG,110,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/85026082-4896.htm
Renault,Master,2.3 dCi 135CV Combi,12900,2020.0,126400,gasoil,MANUAL,135,3.0,https://www.coches.net/vehiculos-industriales/renault-master/36545609-4993.htm
MAN,TGE,3.5 2.0 TDI 140CV L3H3 AWD,29700,2022.0,53400 km,Gas Natural,M6,140,3.0,https://www.coches.net/vehiculos-industriales/man-tge/53999705-6797.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,10500,2016.0,308200,GLP,manual,140,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/70759292-6180.htm
Fiat,Ducato,2.3 Multijet 130CV L2H2,19000,2022.0,98000,GASOLINA,Manual,,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/82098572-5773.htm
Hyundai,H350,2.5 CRDi 136CV L2H2,23600,2020.0,98800,Diesel,manual,131,5.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/62766631-4090.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,14600,2020.0,104900,Gasoil,MANUAL,120,,https://www.coches.net/vehiculos-industriales/ford-transit-connect/19893263-2135.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,24800,2021.0,123000,DIESEL,manual,145,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/68719974-6065.htm
Maxus,Deliver 9,2.0 T 150CV L3H2,13800,2018.0,238000 km,gasoil,Manual,150,5.0,https://www.coches.net/vehiculos-industriales/maxus-deliver-9/68941113-3158.htm
Mercedes-Benz,Sprinter,314 CDI L2H2 RWD,19100,2020.0,133000,DIESEL,AT,140,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/32903056-6864.htm
Iveco,Daily,35S16 2.3 Furgon,19400,2020.0,135900,DIESEL,M,102,5.0,https://www.coches.net/vehiculos-industriales/iveco-daily/24467198-2030.htm
Mercedes-Benz,Citan,108 CDI Furgon,29500,2021.0,135700,gasolina,Manual,150,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/21553730-5367.htm
Renault,Trafic,2.0 dCi 90CV Furgon,15000,2020.0,102600,Gasoil,M6,90,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/15411267-6437.htm
